Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
1.927229829,1.926873652,1.821971434,1.865445995,12019999.9905,896.623731118
1.925268665,1.925264132,1.8222033,1.866071131,1999999.99999,897.537071794
1.925105376,1.925100338,1.822396098,1.865838061,425925.925796,897.613201616
1.925360921,1.925343569,1.823299799,1.866054102,126543.209847,897.494065218
1.924010202,1.924001611,1.823201117,1.864788965,51826.1316865,898.12413583
1.925145599,1.925136423,1.823459364,1.865914203,26702.1350983,897.594447349
1.927097457,1.927091449,1.823531485,1.867907264,15893.9988843,896.685320051
1.92534309,1.925329572,1.823510556,1.866126639,10378.2429902,897.502377096
1.925055105,1.925046098,1.823859473,1.865806644,7222.2633036,897.636641939
1.924669089,1.924663832,1.824915293,1.865331521,5266.18987001,897.816673981
