Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.96886442800000006,0.968502395,0.90563483,0.933555155,12019999.9904,1783.53126615
0.966466513,0.966454532,0.907012917,0.933286869,2000000,1787.95641314
0.966437801,0.966431083,0.906797014,0.933267533,425925.925794,1788.00953172
0.966524061,0.966519664,0.907016395,0.933355354,126543.209842,1787.84995607
0.966552511,0.96654608,0.9076056,0.933316345,51826.1316863,1787.79733158
0.966658375,0.966640385,0.908120315,0.933744817,26702.1350984,1787.6015402
0.96678163,0.966775471,0.908260058,0.933624634,15893.9988844,1787.37363886
0.966886329,0.966877525,0.907950822,0.93393417,10378.2429902,1787.18009364
0.966746248,0.966732844,0.907327373,0.933748594,7222.26330347,1787.43905505
0.966523593,0.96651805,0.906482368,0.933335355,5266.18987021,1787.85082176
