size,threads,mean,sd
10000000,1,5.4032212,0.07621827256096636
20000000,1,11.236240200000001,0.1329782223622433
40000000,1,23.1472607,0.16279682440872922
80000000,1,48.2588277,0.49195872057770956
160000000,1,100.3492351,0.9100552050203035
320000000,1,207.47474689999999,3.048590861828881
