size,threads,mean,sd
10000000,1,5.6795271,0.07777024012428461
20000000,1,11.7213696,0.14388984941204924
40000000,1,24.2602116,0.2232253136667075
80000000,1,50.3548581,0.26918209975341206
160000000,1,104.5757357,0.9638864441531663
320000000,1,214.480721,1.838192508181583
