Dim,b,r,c,Time
2,800,300,100,0.495623
2,800,300,100,0.491841
2,800,300,100,0.495533
2,800,300,100,0.501267
2,800,300,100,0.495883
2,800,300,100,0.497544
2,800,300,100,0.500854
2,800,300,100,0.497376
2,800,300,100,0.494037
2,800,300,100,0.492196
2,800,300,100,0.495676
2,800,300,100,0.502334
2,800,300,100,0.498437
2,800,300,100,0.494444
2,800,300,100,0.499532
2,800,300,100,0.497646
2,800,300,100,0.501
2,800,300,100,0.491449
2,800,300,100,0.495368
2,800,300,100,0.498954
2,800,300,100,0.495873
2,800,300,100,0.49849
2,800,300,100,0.49417
2,800,300,100,0.494526
3,800,300,100,0.49953
3,800,300,100,0.499222
3,800,300,100,0.496247
3,800,300,100,0.548109
3,800,300,100,0.511224
3,800,300,100,0.493813
3,800,300,100,0.497416
3,800,300,100,0.538095
3,800,300,100,0.529362
3,800,300,100,0.496923
3,800,300,100,0.506174
3,800,300,100,0.492877
3,800,300,100,0.500419
3,800,300,100,0.500534
3,800,300,100,0.49487
3,800,300,100,0.494889
3,800,300,100,0.496167
3,800,300,100,0.493796
3,800,300,100,0.499438
3,800,300,100,0.499726
3,800,300,100,0.50083
3,800,300,100,0.494451
3,800,300,100,0.498981
3,800,300,100,0.495303
3,800,300,100,0.494454
3,800,300,100,0.492459
3,800,300,100,0.49402
3,800,300,100,0.491849
3,800,300,100,0.499757
3,800,300,100,0.500185
3,800,300,100,0.494725
3,800,300,100,0.494355
3,800,300,100,0.497395
3,800,300,100,0.491771
3,800,300,100,0.495136
3,800,300,100,0.495756
3,800,300,100,0.495306
3,800,300,100,0.49365
3,800,300,100,0.49817
3,800,300,100,0.495266
3,800,300,100,0.496133
3,800,300,100,0.498654
3,800,300,100,0.493559
3,800,300,100,0.499793
3,800,300,100,0.495154
3,800,300,100,0.494187
3,800,300,100,0.496109
3,800,300,100,0.495512
3,800,300,100,0.497317
3,800,300,100,0.500483
3,800,300,100,0.499543
3,800,300,100,0.496124
3,800,300,100,0.497018
3,800,300,100,0.499553
3,800,300,100,0.495136
3,800,300,100,0.499546
3,800,300,100,0.494564
3,800,300,100,0.496702
3,800,300,100,0.493265
3,800,300,100,0.495989
3,800,300,100,0.492074
3,800,300,100,0.494841
3,800,300,100,0.49687
3,800,300,100,0.498644
3,800,300,100,0.503803
3,800,300,100,0.498355
3,800,300,100,0.519206
3,800,300,100,0.50133
3,800,300,100,0.494946
3,800,300,100,0.500127
3,800,300,100,0.494735
3,800,300,100,0.492447
3,800,300,100,0.492452
3,800,300,100,0.494078
3,800,300,100,0.498261
3,800,300,100,0.503763
3,800,300,100,0.496708
3,800,300,100,0.501402
3,800,300,100,0.495358
3,800,300,100,0.549125
3,800,300,100,0.499329
3,800,300,100,0.49713
3,800,300,100,0.499034
3,800,300,100,0.49481
3,800,300,100,0.499992
3,800,300,100,0.49479
3,800,300,100,0.497997
3,800,300,100,0.501341
3,800,300,100,0.545529
3,800,300,100,0.500913
3,800,300,100,0.50094
3,800,300,100,0.494692
3,800,300,100,0.495275
3,800,300,100,0.496913
3,800,300,100,0.496731
3,800,300,100,0.495777
3,800,300,100,0.49388
3,800,300,100,0.497081
3,800,300,100,0.497469
3,800,300,100,0.495133
