b,r,c,Time
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.6e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.2e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.5e-5
2400,1000,1000,2.3e-5
2400,1000,1000,2.4e-5
