b,r,c,Time
2400,100,10,0.051181
2400,100,10,0.050473
2400,100,10,0.049924
2400,100,10,0.053404
2400,100,10,0.050534
2400,100,10,0.05036
2400,100,10,0.05048
2400,100,10,0.050538
2400,100,10,0.051165
2400,100,10,0.050314
2400,100,10,0.050536
2400,100,10,0.050373
2400,100,10,0.0499
2400,100,10,0.050523
2400,100,10,0.049734
2400,100,10,0.050526
2400,100,10,0.050505
2400,100,10,0.049911
2400,100,10,0.05049
2400,100,10,0.050514
2400,100,10,0.050552
2400,100,10,0.050309
2400,100,10,0.050565
2400,100,10,0.050486
2400,100,10,0.050476
2400,100,10,0.050541
2400,100,10,0.052201
2400,100,10,0.050516
2400,100,10,0.049667
2400,100,10,0.049682
2400,100,10,0.050551
2400,100,10,0.05051
2400,100,10,0.050293
2400,100,10,0.050396
2400,100,10,0.050551
2400,100,10,0.050483
2400,100,10,0.050342
2400,100,10,0.050465
2400,100,10,0.050494
2400,100,10,0.050557
2400,100,10,0.050473
2400,100,10,0.049715
2400,100,10,0.050367
2400,100,10,0.050268
2400,100,10,0.049711
2400,100,10,0.050507
2400,100,10,0.050493
2400,100,10,0.050548
2400,100,10,0.049865
2400,100,10,0.049895
2400,100,10,0.050501
2400,100,10,0.050535
2400,100,10,0.050509
2400,100,10,0.050363
2400,100,10,0.049682
2400,100,10,0.050483
2400,100,10,0.050469
2400,100,10,0.049724
2400,100,10,0.050498
2400,100,10,0.051114
2400,100,10,0.049727
2400,100,10,0.050353
2400,100,10,0.050515
2400,100,10,0.050539
2400,100,10,0.050438
2400,100,10,0.050529
2400,100,10,0.051238
2400,100,10,0.050541
2400,100,10,0.050518
2400,100,10,0.050367
2400,100,10,0.051143
2400,100,10,0.05048
2400,100,10,0.050534
2400,100,10,0.049729
2400,100,10,0.050393
2400,100,10,0.049874
2400,100,10,0.050478
2400,100,10,0.057285
2400,100,10,0.050463
2400,100,10,0.050503
2400,100,10,0.050516
2400,100,10,0.05047
2400,100,10,0.050521
2400,100,10,0.050504
2400,100,10,0.049683
2400,100,10,0.050545
2400,100,10,0.051898
2400,100,10,0.050534
2400,100,10,0.050715
2400,100,10,0.049628
2400,100,10,0.049672
2400,100,10,0.050492
2400,100,10,0.05052
2400,100,10,0.050668
2400,100,10,0.050496
2400,100,10,0.050536
2400,100,10,0.050533
2400,100,10,0.049689
2400,100,10,0.050576
2400,100,10,0.050362
