b,r,c,Time
2400,1000,200,9.698653
2400,1000,200,9.690677
2400,1000,200,9.703192
2400,1000,200,9.685556
2400,1000,200,9.682032
2400,1000,200,9.690153
2400,1000,200,9.690265
2400,1000,200,9.689179
2400,1000,200,9.690576
2400,1000,200,9.688109
2400,1000,200,9.689452
2400,1000,200,10.446885
2400,1000,200,9.68894
2400,1000,200,9.696718
2400,1000,200,9.691501
2400,1000,200,9.689771
2400,1000,200,9.688433
2400,1000,200,9.690931
2400,1000,200,9.689543
2400,1000,200,9.68339
2400,1000,200,9.704075
2400,1000,200,9.689359
2400,1000,200,9.700594
2400,1000,200,9.688233
2400,1000,200,9.693474
2400,1000,200,9.69095
2400,1000,200,9.688318
2400,1000,200,9.691218
2400,1000,200,9.690869
2400,1000,200,10.383819
2400,1000,200,9.690314
2400,1000,200,9.68724
2400,1000,200,9.688892
2400,1000,200,9.689302
2400,1000,200,9.685442
2400,1000,200,9.68903
2400,1000,200,9.689526
2400,1000,200,9.692404
2400,1000,200,9.690054
2400,1000,200,9.691525
2400,1000,200,9.689528
2400,1000,200,9.682378
2400,1000,200,9.689887
2400,1000,200,9.701439
2400,1000,200,9.691072
2400,1000,200,9.689214
2400,1000,200,9.688967
2400,1000,200,9.688587
2400,1000,200,9.690142
2400,1000,200,9.690064
2400,1000,200,9.685723
2400,1000,200,9.690551
2400,1000,200,10.015373
2400,1000,200,9.689702
2400,1000,200,9.68823
2400,1000,200,9.683594
2400,1000,200,9.684154
2400,1000,200,9.686202
2400,1000,200,9.689482
2400,1000,200,9.720359
2400,1000,200,9.689518
2400,1000,200,9.696507
2400,1000,200,9.703918
2400,1000,200,9.702907
2400,1000,200,9.690247
2400,1000,200,9.689119
2400,1000,200,9.688706
2400,1000,200,9.702806
2400,1000,200,9.802057
2400,1000,200,9.690172
2400,1000,200,9.681007
2400,1000,200,9.688538
2400,1000,200,10.845939
2400,1000,200,10.846458
2400,1000,200,9.683342
2400,1000,200,9.690513
2400,1000,200,9.687538
2400,1000,200,9.69052
2400,1000,200,9.686981
2400,1000,200,9.690188
2400,1000,200,9.689527
2400,1000,200,9.706795
2400,1000,200,9.685322
2400,1000,200,9.690123
2400,1000,200,9.68361
2400,1000,200,9.687444
2400,1000,200,9.690011
2400,1000,200,9.682386
2400,1000,200,9.692097
2400,1000,200,9.688969
2400,1000,200,9.689476
2400,1000,200,9.683015
2400,1000,200,9.691236
2400,1000,200,9.690315
2400,1000,200,9.693011
2400,1000,200,9.68903
2400,1000,200,9.686811
2400,1000,200,9.689436
2400,1000,200,9.690384
2400,1000,200,9.700353
2400,1000,200,9.737277
2400,1000,200,10.014325
2400,1000,200,9.7463
2400,1000,200,9.746814
