b,r,c,Time
1200,200,100,0.489621
1200,200,100,0.489643
1200,200,100,0.489647
1200,200,100,0.48954
1200,200,100,0.489548
1200,200,100,0.489413
1200,200,100,0.489552
1200,200,100,0.490038
1200,200,100,0.489483
1200,200,100,0.489503
1200,200,100,0.489603
1200,200,100,0.489724
1200,200,100,0.489605
1200,200,100,0.489603
1200,200,100,0.490076
1200,200,100,0.489647
1200,200,100,0.489339
1200,200,100,0.489596
1200,200,100,0.49033
1200,200,100,0.489503
1200,200,100,0.489467
1200,200,100,0.4895
1200,200,100,0.490124
1200,200,100,0.490066
1200,200,100,0.489865
1200,200,100,0.489953
1200,200,100,0.489501
1200,200,100,0.489442
1200,200,100,0.489366
1200,200,100,0.489636
1200,200,100,0.489602
1200,200,100,0.489362
1200,200,100,0.489227
1200,200,100,0.489534
1200,200,100,0.489939
1200,200,100,0.48947
1200,200,100,0.48867
1200,200,100,0.489577
1200,200,100,0.489692
1200,200,100,0.489403
1200,200,100,0.489439
1200,200,100,0.489471
1200,200,100,0.489463
1200,200,100,0.48952
1200,200,100,0.489556
1200,200,100,0.489274
1200,200,100,0.48952
1200,200,100,0.489463
1200,200,100,0.490123
1200,200,100,0.48956
1200,200,100,0.488356
1200,200,100,0.489455
1200,200,100,0.490346
1200,200,100,0.489298
1200,200,100,0.490036
1200,200,100,0.48963
1200,200,100,0.48922
1200,200,100,0.489193
1200,200,100,0.489305
1200,200,100,0.489226
1200,200,100,0.489437
1200,200,100,0.489684
1200,200,100,0.489527
1200,200,100,0.490159
1200,200,100,0.490373
1200,200,100,0.489562
1200,200,100,0.489415
1200,200,100,0.489486
1200,200,100,0.489577
1200,200,100,0.489441
1200,200,100,0.48941
1200,200,100,0.489532
1200,200,100,0.489636
1200,200,100,0.489464
1200,200,100,0.489834
1200,200,100,0.489926
1200,200,100,0.488284
1200,200,100,0.489549
1200,200,100,0.489544
1200,200,100,0.489515
1200,200,100,0.489937
1200,200,100,0.489525
1200,200,100,0.489595
1200,200,100,0.489522
1200,200,100,0.489483
1200,200,100,0.489473
1200,200,100,0.48942600000000003
1200,200,100,0.489378
1200,200,100,0.489855
1200,200,100,0.489499
1200,200,100,0.489477
1200,200,100,0.489716
1200,200,100,0.489467
1200,200,100,0.489968
1200,200,100,0.489794
1200,200,100,0.489707
1200,200,100,0.489529
1200,200,100,0.489411
1200,200,100,0.490084
1200,200,100,0.489489
