b,r,c,Time
2400,1000,300,14.616546
2400,1000,300,14.627019
2400,1000,300,14.621118
2400,1000,300,14.6165
2400,1000,300,14.611089
2400,1000,300,14.617594
2400,1000,300,14.62995
2400,1000,300,14.578876
2400,1000,300,14.616167
2400,1000,300,14.6138
2400,1000,300,14.613853
2400,1000,300,14.61439
2400,1000,300,14.612188
2400,1000,300,14.614891
2400,1000,300,14.617653
2400,1000,300,14.62355
2400,1000,300,14.611694
2400,1000,300,14.616101
2400,1000,300,14.616037
2400,1000,300,14.613835
2400,1000,300,14.614145
2400,1000,300,14.62778
2400,1000,300,14.61906
2400,1000,300,14.614065
2400,1000,300,14.605535
2400,1000,300,14.61341
2400,1000,300,14.614032
2400,1000,300,14.61599
2400,1000,300,14.615402
2400,1000,300,14.61285
2400,1000,300,14.617034
2400,1000,300,14.61476
2400,1000,300,14.614446
2400,1000,300,14.613963
2400,1000,300,14.617223
2400,1000,300,15.713338
2400,1000,300,14.617925
2400,1000,300,14.619702
2400,1000,300,14.615126
2400,1000,300,14.614657
2400,1000,300,14.612239
2400,1000,300,14.615513
2400,1000,300,14.617183
2400,1000,300,14.631169
2400,1000,300,14.614772
2400,1000,300,14.615272
2400,1000,300,14.615463
2400,1000,300,14.613687
2400,1000,300,14.618054
2400,1000,300,14.628029
2400,1000,300,14.605129
2400,1000,300,14.61526
2400,1000,300,14.614025
2400,1000,300,14.626109
2400,1000,300,14.611666
2400,1000,300,14.617688
2400,1000,300,14.614154
2400,1000,300,14.616507
2400,1000,300,14.610056
2400,1000,300,14.615773
2400,1000,300,14.614383
2400,1000,300,14.61436
2400,1000,300,16.434161
2400,1000,300,14.6154
2400,1000,300,14.616077
2400,1000,300,14.607701
2400,1000,300,14.614713
2400,1000,300,14.612362
2400,1000,300,14.639617
2400,1000,300,14.628676
2400,1000,300,14.612593
2400,1000,300,14.615279
2400,1000,300,14.607271
2400,1000,300,14.617061
2400,1000,300,14.61217
2400,1000,300,14.614424
2400,1000,300,14.60542
2400,1000,300,14.605993
2400,1000,300,14.617027
2400,1000,300,14.607126
2400,1000,300,14.641148
2400,1000,300,14.615968
2400,1000,300,14.609852
2400,1000,300,14.640016
2400,1000,300,14.615932
2400,1000,300,14.60608
2400,1000,300,14.613818
2400,1000,300,14.615805
2400,1000,300,14.612447
2400,1000,300,14.613112
2400,1000,300,14.616103
2400,1000,300,14.612838
2400,1000,300,15.47644
2400,1000,300,14.614545
2400,1000,300,14.616467
2400,1000,300,14.615404
2400,1000,300,14.613735
2400,1000,300,14.577019
2400,1000,300,14.615736
2400,1000,300,14.614314
2400,1000,300,14.613048
2400,1000,300,14.612237
2400,1000,300,14.613562
