Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
1.003641178,1.002928834,0.964339104,0.969379513,7695999.99388,881.526206172
1.000612077,1.000610228,0.964317635,0.969299918,1279999.99999,884.194804697
1.000681188,1.000679663,0.964377403,0.969328688,272592.592508,884.133738707
1.000613078,1.000608037,0.964351487,0.969299722,80987.6542998,884.19392016
1.000667228,1.000664085,0.964360661,0.969365872,33168.7242791,884.14607298400006
1.000663227,1.000660768,0.964254004,0.969352383,17089.3664628,884.149608108
1.000647905,1.000644875,0.964217169,0.969307445,10172.1592859,884.163146277
1.000754637,1.000752364,0.964407799,0.969432311,6642.07551373,884.068848936
1.000756499,1.00075504,0.964311192,0.969378601,4622.24851428,884.067204044
1.000828057,1.000825458,0.96422797,0.969265529,3370.36151684,884.003994304
