Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.231051324,0.230995376,0.162403775,0.168914714,7695999.99385,3829.17520092
0.179280796,0.179269409,0.162416048,0.169131609,1280000,4934.91784809
0.179059868,0.179042266,0.162400039,0.169196415,272592.592508,4941.00665818
0.178988085,0.178983456,0.162400378,0.169138664,80987.6542987,4942.98824416
0.180783433,0.18077651,0.162482735,0.170785983,33168.7242797,4893.89976348
0.179106644,0.179086613,0.162383474,0.169247995,17089.3664635,4939.71625084
0.178921026,0.178907115,0.162398784,0.169071335,10172.1592862,4944.84085956
0.179095316,0.179077173,0.162344231,0.169246686,6642.07551377,4940.02869399
0.178931587,0.17891595,0.162409931,0.169086212,4622.24851418,4944.54900241
0.188913984,0.188904021,0.16208707,0.179257185,3370.36151689,4683.2742673
