Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
1.967663856,1.967656871,1.925248097,1.932221623,7695999.99397,449.637775935
1.965595633,1.965594947,1.925206347,1.932010435,1280000,450.110890127
1.965916159,1.965915481,1.92523498,1.932321299,272592.592507,450.037503354
1.965678264,1.965677482,1.925157527,1.932116794,80987.6543021,450.091968866
1.965870511,1.965869638,1.925104646,1.932263101,33168.7242807,450.047953336
1.965739729,1.96573833,1.924980147,1.932128824,17089.3664635,450.077895333
1.965930072,1.965930017,1.925115661,1.932319504,10172.1592862,450.034318413
1.965456323,1.965455762,1.925139179,1.931936748,6642.07551367,450.142793634
1.965847584,1.965846162,1.925206315,1.932220359,4622.24851414,450.05320209
1.965643724,1.965642912,1.924999778,1.932077352,3370.36151694,450.099877815
