Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.674130199,0.673248106,0.644577393,0.648471383,7695999.99384,1312.41116525
0.670646706,0.670637266,0.644502539,0.648307071,1280000,1319.22813023
0.670634633,0.670628319,0.644533128,0.648272366,272592.592508,1319.25187944
0.670580091,0.670572754,0.644572181,0.6482477,80987.6542988,1319.35918151
0.670611065,0.670601168,0.644560564,0.648301374,33168.7242792,1319.29824331
0.67054117,0.670528085,0.644535463,0.648223394,17089.366463,1319.43576261
0.670648576,0.670643261,0.644511629,0.648323964,10172.159286,1319.22445176
0.670664377,0.67066098,0.64455616,0.648344148,6642.07551374,1319.19337055
0.670679344,0.670673863,0.64452936,0.648346154,4622.24851422,1319.16393119
0.670653584,0.670648271,0.644574958,0.648323419,3370.36151692,1319.21460066
