Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.67103989,0.670994758,0.644569159,0.645134611,7695999.99384,1318.45515175
0.669290924,0.669280949,0.644539298,0.645032029,1280000,1321.90048942
0.669287085,0.669282061,0.644497698,0.645130842,272592.592508,1321.90807178
0.670429656,0.669249999,0.644447348,0.645021671,80987.6542988,1319.65522718
0.669359624,0.66935558,0.644529314,0.645126831,33168.7242792,1321.76481562
0.669264228,0.669252701,0.644486868,0.645005194,17089.366463,1321.95321815
0.670035225,0.670031772,0.645261018,0.645871527,10172.159286,1320.43207131
0.669770214,0.66976666,0.644988333,0.645584821,6642.07551374,1320.95453262
0.670493004,0.670483579,0.645599587,0.646331252,4622.24851422,1319.53054651
0.670048366,0.670044017,0.64526692,0.645803214,3370.36151692,1320.40617498
