Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
7.798999595,7.798999595,7.69755156,7.69755156,7695999.99349,113.442242075
7.795981864,7.795981864,7.695886633,7.695886633,1279999.99994,113.486154205
7.79733622,7.79733622,7.697201523,7.697201523,272592.592484,113.466442261
7.796076838,7.796076838,7.69599946,7.69599946,80987.6542698,113.484771685
7.796749307,7.796749307,7.69654816,7.69654816,33168.7242762,113.474983633
7.796500513,7.796500513,7.696481551,7.696481551,17089.3664653,113.478604731
7.797671768,7.797671768,7.697536618,7.697536618,10172.1592888,113.461559594
7.796295326,7.796295326,7.696247393,7.696247393,6642.07551487,113.481591321
7.796657978,7.796657978,7.696537771,7.696537771,4622.24851303,113.476312863
7.79642228,7.79642228,7.696361431,7.696361431,3370.36151611,113.479743429
