Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
1.002025005,0.999817737,0.966253604,0.968938649,7695999.99388,882.948025833
0.999446209,0.999443804,0.96624087,0.968940615,1279999.99999,885.226230319
0.999410128,0.99940235,0.966208494,0.968926684,272592.592508,885.258189018
1.000431725,0.999281738,0.966248964,0.968899649,80987.6542998,884.354202182
0.999393617,0.999390601,0.9661988,0.968857501,33168.7242791,885.272814385
0.999415708,0.999408739,0.966207878,0.968956873,17089.3664628,885.25324639
0.999295354,0.999293169,0.966164373,0.9688494,10172.1592859,885.359865288
0.99931924,0.999316978,0.966270171,0.968817082,6642.07551373,885.338703176
0.999293958,0.999291611,0.96616759,0.968853613,4622.24851428,885.361102123
0.999275593,0.999268049,0.966223053,0.968829,3370.36151684,885.377373567
