b,r,c,Time
1200,200,100,0.518027
1200,200,100,0.496679
1200,200,100,0.496061
1200,200,100,0.495196
1200,200,100,0.497048
1200,200,100,0.492756
1200,200,100,0.490014
1200,200,100,0.489195
1200,200,100,0.507237
1200,200,100,0.491178
1200,200,100,0.496821
1200,200,100,0.493031
1200,200,100,0.494341
1200,200,100,0.490067
1200,200,100,0.490957
1200,200,100,0.492112
1200,200,100,0.496594
1200,200,100,0.496905
1200,200,100,0.497809
1200,200,100,0.493915
1200,200,100,0.494737
1200,200,100,0.490076
1200,200,100,0.489587
1200,200,100,0.495873
1200,200,100,0.496482
1200,200,100,0.49258
1200,200,100,0.491634
1200,200,100,0.49631
1200,200,100,0.490528
1200,200,100,0.509843
1200,200,100,0.493197
1200,200,100,0.4968
1200,200,100,0.491618
1200,200,100,0.492202
1200,200,100,0.494156
1200,200,100,0.49791
1200,200,100,0.493986
1200,200,100,0.49565
1200,200,100,0.489653
1200,200,100,0.49200700000000003
1200,200,100,0.492805
1200,200,100,0.49673
1200,200,100,0.493077
1200,200,100,0.500684
1200,200,100,0.490837
1200,200,100,0.493453
1200,200,100,0.495824
1200,200,100,0.48807
1200,200,100,0.494536
1200,200,100,0.499874
1200,200,100,0.493265
1200,200,100,0.490098
1200,200,100,0.488175
1200,200,100,0.49445
1200,200,100,0.5058
1200,200,100,0.491534
1200,200,100,0.491934
1200,200,100,0.492727
1200,200,100,0.518103
1200,200,100,0.531965
1200,200,100,0.496573
1200,200,100,0.492607
1200,200,100,0.513483
1200,200,100,0.488145
1200,200,100,0.49503
1200,200,100,0.491959
1200,200,100,0.495323
1200,200,100,0.493213
1200,200,100,0.494025
1200,200,100,0.490004
1200,200,100,0.491637
1200,200,100,0.536036
1200,200,100,0.496042
1200,200,100,0.491912
1200,200,100,0.49108
1200,200,100,0.493386
1200,200,100,0.505646
1200,200,100,0.491358
1200,200,100,0.489634
1200,200,100,0.493491
1200,200,100,0.49217
1200,200,100,0.492931
1200,200,100,0.492746
1200,200,100,0.491612
1200,200,100,0.497876
1200,200,100,0.509649
1200,200,100,0.491634
1200,200,100,0.494751
1200,200,100,0.494153
1200,200,100,0.529381
1200,200,100,0.492171
1200,200,100,0.490754
1200,200,100,0.491451
1200,200,100,0.491848
1200,200,100,0.501419
1200,200,100,0.506248
1200,200,100,0.51051
1200,200,100,0.493799
1200,200,100,0.494339
1200,200,100,0.488694
