b,r,c,Time
2400,500,100,2.45234
2400,500,100,2.415196
2400,500,100,2.428005
2400,500,100,2.457207
2400,500,100,2.471592
2400,500,100,2.477117
2400,500,100,2.444609
2400,500,100,2.441179
2400,500,100,2.450753
2400,500,100,2.472596
2400,500,100,2.423281
2400,500,100,2.41448
2400,500,100,2.402813
2400,500,100,2.42074
2400,500,100,2.514081
2400,500,100,2.421699
2400,500,100,2.453604
2400,500,100,2.410407
2400,500,100,2.459006
2400,500,100,2.452124
2400,500,100,2.41441
2400,500,100,2.445869
2400,500,100,2.443309
2400,500,100,2.448319
2400,500,100,2.455296
2400,500,100,2.395768
2400,500,100,2.398306
2400,500,100,2.431629
2400,500,100,2.459901
2400,500,100,2.426448
2400,500,100,2.414678
2400,500,100,2.410756
2400,500,100,2.454223
2400,500,100,2.429174
2400,500,100,2.426493
2400,500,100,2.427157
2400,500,100,2.408494
2400,500,100,2.646085
2400,500,100,2.410467
2400,500,100,2.41823
2400,500,100,2.450359
2400,500,100,2.458347
2400,500,100,2.44357
2400,500,100,2.41138
2400,500,100,2.462306
2400,500,100,2.45036
2400,500,100,2.438126
2400,500,100,2.41557
2400,500,100,2.440907
2400,500,100,2.467185
2400,500,100,2.450529
2400,500,100,2.443914
2400,500,100,2.416619
2400,500,100,2.417825
2400,500,100,2.456512
2400,500,100,2.406152
2400,500,100,2.435741
2400,500,100,2.45017
2400,500,100,2.452815
2400,500,100,2.417311
2400,500,100,2.465068
2400,500,100,2.448137
2400,500,100,2.434148
2400,500,100,2.415107
2400,500,100,2.4599
2400,500,100,2.424985
2400,500,100,2.453204
2400,500,100,2.435702
2400,500,100,2.420703
2400,500,100,2.41037
2400,500,100,2.465187
2400,500,100,2.480785
2400,500,100,2.445403
2400,500,100,2.413961
2400,500,100,2.597638
2400,500,100,2.531524
2400,500,100,2.474732
2400,500,100,2.416154
2400,500,100,2.437468
2400,500,100,2.444832
2400,500,100,2.424687
2400,500,100,2.453748
2400,500,100,2.440983
2400,500,100,2.438764
2400,500,100,2.407131
2400,500,100,2.406642
2400,500,100,2.418605
2400,500,100,2.420838
2400,500,100,2.450213
2400,500,100,2.580231
2400,500,100,2.471528
2400,500,100,2.44801
2400,500,100,2.421387
2400,500,100,2.465341
2400,500,100,2.454749
2400,500,100,2.520278
2400,500,100,2.425398
2400,500,100,2.438762
2400,500,100,2.427743
2400,500,100,2.488878
