b,r,c,Time
2400,1000,100,4.826672
2400,1000,100,4.811192
2400,1000,100,4.860251
2400,1000,100,4.803805
2400,1000,100,4.803154
2400,1000,100,4.841245
2400,1000,100,4.801318
2400,1000,100,4.804702
2400,1000,100,4.799981
2400,1000,100,4.810451
2400,1000,100,4.792264
2400,1000,100,4.811569
2400,1000,100,4.803447
2400,1000,100,4.798893
2400,1000,100,4.822444
2400,1000,100,4.823169
2400,1000,100,4.829265
2400,1000,100,4.840816
2400,1000,100,4.806024
2400,1000,100,4.818297
2400,1000,100,4.808718
2400,1000,100,4.846195
2400,1000,100,4.823815
2400,1000,100,4.818815
2400,1000,100,4.803965
2400,1000,100,5.118449
2400,1000,100,4.816734
2400,1000,100,4.846205
2400,1000,100,4.893122
2400,1000,100,4.832536
2400,1000,100,4.814855
2400,1000,100,4.828626
2400,1000,100,4.812788
2400,1000,100,4.801496
2400,1000,100,4.801839
2400,1000,100,4.805175
2400,1000,100,4.805949
2400,1000,100,4.816117
2400,1000,100,4.827701
2400,1000,100,4.808866
2400,1000,100,4.842404
2400,1000,100,4.828342
2400,1000,100,4.845943
2400,1000,100,4.824282
2400,1000,100,4.826978
2400,1000,100,4.839461
2400,1000,100,5.154123
2400,1000,100,4.843983
2400,1000,100,4.807438
2400,1000,100,4.799458
2400,1000,100,4.81383
2400,1000,100,4.808732
2400,1000,100,4.811083
2400,1000,100,4.821425
2400,1000,100,4.812693
2400,1000,100,4.833584
2400,1000,100,4.809408
2400,1000,100,4.823382
2400,1000,100,4.81455
2400,1000,100,4.841342
2400,1000,100,4.822734
2400,1000,100,4.816885
2400,1000,100,4.819404
2400,1000,100,4.802933
2400,1000,100,4.830672
2400,1000,100,4.807935
2400,1000,100,4.8461
2400,1000,100,4.808619
2400,1000,100,4.84502
2400,1000,100,4.817227
2400,1000,100,4.850408
2400,1000,100,4.877092
2400,1000,100,4.80709
2400,1000,100,4.823317
2400,1000,100,4.854069
2400,1000,100,4.801921
2400,1000,100,4.806125
2400,1000,100,4.818381
2400,1000,100,4.808881
2400,1000,100,4.800691
2400,1000,100,4.794614
2400,1000,100,4.878678
2400,1000,100,4.815764
2400,1000,100,4.867183
2400,1000,100,4.815406
2400,1000,100,4.801172
2400,1000,100,4.853997
2400,1000,100,4.794072
2400,1000,100,4.81629
2400,1000,100,4.839491
2400,1000,100,4.807014
2400,1000,100,4.811879
2400,1000,100,4.807634
2400,1000,100,4.830748
2400,1000,100,4.801764
2400,1000,100,4.812433
2400,1000,100,4.824502
2400,1000,100,4.845346
2400,1000,100,4.847239
2400,1000,100,4.810947
