Runtime, 2400, 100, 100, 0.875698
Runtime, 2400, 100, 100, 0.877133
Runtime, 2400, 100, 100, 0.964649
Runtime, 2400, 100, 100, 0.878537
Runtime, 2400, 100, 100, 0.880510
Runtime, 2400, 100, 100, 0.879395
Runtime, 2400, 100, 100, 0.878946
Runtime, 2400, 100, 100, 0.913677
Runtime, 2400, 100, 100, 0.875823
Runtime, 2400, 100, 100, 0.877472
Runtime, 2400, 100, 100, 0.877583
Runtime, 2400, 100, 100, 0.878647
Runtime, 2400, 100, 100, 0.878241
Runtime, 2400, 100, 100, 0.876804
Runtime, 2400, 100, 100, 0.879019
Runtime, 2400, 100, 100, 0.877555
Runtime, 2400, 100, 100, 0.878801
Runtime, 2400, 100, 100, 0.878738
Runtime, 2400, 100, 100, 0.876732
Runtime, 2400, 100, 100, 0.876113
Runtime, 2400, 100, 100, 0.876830
Runtime, 2400, 100, 100, 0.878600
Runtime, 2400, 100, 100, 0.881464
Runtime, 2400, 100, 100, 0.878761
Runtime, 2400, 100, 100, 0.876490
Runtime, 2400, 100, 100, 0.880851
Runtime, 2400, 100, 100, 0.878682
Runtime, 2400, 100, 100, 0.880317
Runtime, 2400, 100, 100, 0.876791
Runtime, 2400, 100, 100, 0.877094
Runtime, 2400, 100, 100, 0.876846
Runtime, 2400, 100, 100, 0.876528
Runtime, 2400, 100, 100, 0.879164
Runtime, 2400, 100, 100, 0.876943
Runtime, 2400, 100, 100, 0.880388
Runtime, 2400, 100, 100, 0.877600
Runtime, 2400, 100, 100, 0.878591
Runtime, 2400, 100, 100, 0.878235
Runtime, 2400, 100, 100, 0.877756
Runtime, 2400, 100, 100, 0.876036
Runtime, 2400, 100, 100, 0.877563
Runtime, 2400, 100, 100, 0.875331
Runtime, 2400, 100, 100, 0.965656
Runtime, 2400, 100, 100, 0.876977
Runtime, 2400, 100, 100, 0.882878
Runtime, 2400, 100, 100, 0.880248
Runtime, 2400, 100, 100, 0.876012
Runtime, 2400, 100, 100, 0.878279
Runtime, 2400, 100, 100, 0.877148
Runtime, 2400, 100, 100, 0.880310
Runtime, 2400, 100, 100, 0.877991
Runtime, 2400, 100, 100, 0.876525
Runtime, 2400, 100, 100, 0.876701
Runtime, 2400, 100, 100, 0.880323
Runtime, 2400, 100, 100, 0.877935
Runtime, 2400, 100, 100, 0.878927
Runtime, 2400, 100, 100, 0.877446
Runtime, 2400, 100, 100, 0.877308
Runtime, 2400, 100, 100, 0.877949
Runtime, 2400, 100, 100, 0.876484
Runtime, 2400, 100, 100, 0.881240
Runtime, 2400, 100, 100, 0.876319
Runtime, 2400, 100, 100, 0.879877
Runtime, 2400, 100, 100, 0.878624
Runtime, 2400, 100, 100, 0.878190
Runtime, 2400, 100, 100, 0.878170
Runtime, 2400, 100, 100, 0.879963
Runtime, 2400, 100, 100, 0.876342
Runtime, 2400, 100, 100, 0.876708
Runtime, 2400, 100, 100, 0.877799
Runtime, 2400, 100, 100, 0.877380
Runtime, 2400, 100, 100, 0.878134
Runtime, 2400, 100, 100, 0.876602
Runtime, 2400, 100, 100, 0.879342
Runtime, 2400, 100, 100, 0.880507
Runtime, 2400, 100, 100, 0.877720
Runtime, 2400, 100, 100, 0.877307
Runtime, 2400, 100, 100, 0.879946
Runtime, 2400, 100, 100, 0.878463
Runtime, 2400, 100, 100, 0.877261
Runtime, 2400, 100, 100, 0.879352
Runtime, 2400, 100, 100, 0.875916
Runtime, 2400, 100, 100, 0.876567
Runtime, 2400, 100, 100, 0.877183
Runtime, 2400, 100, 100, 0.876020
Runtime, 2400, 100, 100, 0.876453
Runtime, 2400, 100, 100, 0.876968
Runtime, 2400, 100, 100, 0.876949
Runtime, 2400, 100, 100, 0.879870
Runtime, 2400, 100, 100, 0.882057
Runtime, 2400, 100, 100, 0.881516
Runtime, 2400, 100, 100, 0.880974
Runtime, 2400, 100, 100, 0.879067
Runtime, 2400, 100, 100, 0.877341
Runtime, 2400, 100, 100, 0.878541
Runtime, 2400, 100, 100, 0.876343
Runtime, 2400, 100, 100, 0.878114
Runtime, 2400, 100, 100, 0.878338
Runtime, 2400, 100, 100, 0.877020
Runtime, 2400, 100, 100, 0.876655
Runtime, 2400, 100, 100, 0.837057
Runtime, 2400, 100, 100, 0.844444
Runtime, 2400, 100, 100, 0.846292
Runtime, 2400, 100, 100, 0.849467
Runtime, 2400, 100, 100, 0.841942
Runtime, 2400, 100, 100, 0.842507
Runtime, 2400, 100, 100, 0.843047
Runtime, 2400, 100, 100, 0.843981
Runtime, 2400, 100, 100, 0.846495
Runtime, 2400, 100, 100, 0.841150
Runtime, 2400, 100, 100, 0.841762
Runtime, 2400, 100, 100, 0.846469
Runtime, 2400, 100, 100, 0.844374
Runtime, 2400, 100, 100, 0.845592
Runtime, 2400, 100, 100, 0.849049
Runtime, 2400, 100, 100, 0.841628
Runtime, 2400, 100, 100, 0.843949
Runtime, 2400, 100, 100, 0.861429
Runtime, 2400, 100, 100, 0.844432
Runtime, 2400, 100, 100, 0.842359
Runtime, 2400, 100, 100, 0.846433
Runtime, 2400, 100, 100, 0.843999
Runtime, 2400, 100, 100, 0.846307
Runtime, 2400, 100, 100, 0.845813
Runtime, 2400, 100, 100, 0.840143
Runtime, 2400, 100, 100, 0.846539
Runtime, 2400, 100, 100, 0.846253
Runtime, 2400, 100, 100, 0.840805
Runtime, 2400, 100, 100, 0.844859
Runtime, 2400, 100, 100, 0.846189
Runtime, 2400, 100, 100, 0.840885
Runtime, 2400, 100, 100, 0.844449
Runtime, 2400, 100, 100, 0.844795
Runtime, 2400, 100, 100, 0.840153
Runtime, 2400, 100, 100, 0.842935
Runtime, 2400, 100, 100, 0.846234
Runtime, 2400, 100, 100, 0.842628
Runtime, 2400, 100, 100, 0.844543
Runtime, 2400, 100, 100, 0.842019
Runtime, 2400, 100, 100, 0.843447
Runtime, 2400, 100, 100, 0.843246
Runtime, 2400, 100, 100, 0.846785
Runtime, 2400, 100, 100, 0.843632
Runtime, 2400, 100, 100, 0.846121
Runtime, 2400, 100, 100, 0.846148
Runtime, 2400, 100, 100, 0.840635
Runtime, 2400, 100, 100, 0.845380
Runtime, 2400, 100, 100, 0.846592
Runtime, 2400, 100, 100, 0.855982
Runtime, 2400, 100, 100, 0.843330
Runtime, 2400, 100, 100, 0.850418
Runtime, 2400, 100, 100, 0.844790
Runtime, 2400, 100, 100, 0.841104
Runtime, 2400, 100, 100, 0.846455
Runtime, 2400, 100, 100, 0.845148
Runtime, 2400, 100, 100, 0.846444
Runtime, 2400, 100, 100, 0.848017
Runtime, 2400, 100, 100, 0.844073
Runtime, 2400, 100, 100, 0.840586
Runtime, 2400, 100, 100, 0.844658
Runtime, 2400, 100, 100, 0.844507
Runtime, 2400, 100, 100, 0.844427
Runtime, 2400, 100, 100, 0.847571
Runtime, 2400, 100, 100, 0.844487
Runtime, 2400, 100, 100, 0.845052
Runtime, 2400, 100, 100, 0.840463
Runtime, 2400, 100, 100, 0.843450
Runtime, 2400, 100, 100, 0.846173
Runtime, 2400, 100, 100, 0.847153
Runtime, 2400, 100, 100, 0.844274
Runtime, 2400, 100, 100, 0.846145
Runtime, 2400, 100, 100, 0.840626
Runtime, 2400, 100, 100, 0.845201
Runtime, 2400, 100, 100, 0.844030
Runtime, 2400, 100, 100, 0.847078
Runtime, 2400, 100, 100, 0.931010
Runtime, 2400, 100, 100, 0.844587
Runtime, 2400, 100, 100, 0.845306
Runtime, 2400, 100, 100, 0.847291
Runtime, 2400, 100, 100, 0.844704
Runtime, 2400, 100, 100, 0.841723
Runtime, 2400, 100, 100, 0.845427
Runtime, 2400, 100, 100, 0.844151
Runtime, 2400, 100, 100, 0.845927
Runtime, 2400, 100, 100, 0.845023
Runtime, 2400, 100, 100, 0.846288
Runtime, 2400, 100, 100, 0.847494
Runtime, 2400, 100, 100, 0.846475
Runtime, 2400, 100, 100, 0.843773
Runtime, 2400, 100, 100, 0.841478
Runtime, 2400, 100, 100, 0.844515
Runtime, 2400, 100, 100, 0.879776
Runtime, 2400, 100, 100, 0.842119
Runtime, 2400, 100, 100, 0.845061
Runtime, 2400, 100, 100, 0.843814
Runtime, 2400, 100, 100, 0.843872
Runtime, 2400, 100, 100, 0.846882
Runtime, 2400, 100, 100, 0.846555
Runtime, 2400, 100, 100, 0.853005
Runtime, 2400, 100, 100, 0.844700
Runtime, 2400, 100, 100, 0.830522
Runtime, 2400, 100, 100, 0.831247
Runtime, 2400, 100, 100, 0.828984
Runtime, 2400, 100, 100, 0.831116
Runtime, 2400, 100, 100, 0.830850
Runtime, 2400, 100, 100, 0.828663
Runtime, 2400, 100, 100, 0.829635
Runtime, 2400, 100, 100, 0.829679
Runtime, 2400, 100, 100, 0.830078
Runtime, 2400, 100, 100, 0.831837
Runtime, 2400, 100, 100, 0.827740
Runtime, 2400, 100, 100, 0.826088
Runtime, 2400, 100, 100, 0.828150
Runtime, 2400, 100, 100, 0.831341
Runtime, 2400, 100, 100, 0.829833
Runtime, 2400, 100, 100, 0.828945
Runtime, 2400, 100, 100, 0.827660
Runtime, 2400, 100, 100, 0.830378
Runtime, 2400, 100, 100, 0.829541
Runtime, 2400, 100, 100, 0.828837
Runtime, 2400, 100, 100, 0.834030
Runtime, 2400, 100, 100, 0.832879
Runtime, 2400, 100, 100, 0.829521
Runtime, 2400, 100, 100, 0.831927
Runtime, 2400, 100, 100, 0.829999
Runtime, 2400, 100, 100, 0.828982
Runtime, 2400, 100, 100, 0.831359
Runtime, 2400, 100, 100, 0.826972
Runtime, 2400, 100, 100, 0.829270
Runtime, 2400, 100, 100, 0.828777
Runtime, 2400, 100, 100, 0.827041
Runtime, 2400, 100, 100, 0.830870
Runtime, 2400, 100, 100, 0.831118
Runtime, 2400, 100, 100, 0.829389
Runtime, 2400, 100, 100, 0.826770
Runtime, 2400, 100, 100, 0.828466
Runtime, 2400, 100, 100, 0.830369
Runtime, 2400, 100, 100, 0.831717
Runtime, 2400, 100, 100, 0.830929
Runtime, 2400, 100, 100, 0.831566
Runtime, 2400, 100, 100, 0.829276
Runtime, 2400, 100, 100, 0.826647
Runtime, 2400, 100, 100, 0.833475
Runtime, 2400, 100, 100, 0.830638
Runtime, 2400, 100, 100, 0.827590
Runtime, 2400, 100, 100, 0.827669
Runtime, 2400, 100, 100, 0.832109
Runtime, 2400, 100, 100, 0.827650
Runtime, 2400, 100, 100, 0.867303
Runtime, 2400, 100, 100, 0.830897
Runtime, 2400, 100, 100, 0.827997
Runtime, 2400, 100, 100, 0.830102
Runtime, 2400, 100, 100, 0.827867
Runtime, 2400, 100, 100, 0.825773
Runtime, 2400, 100, 100, 0.829454
Runtime, 2400, 100, 100, 0.830542
Runtime, 2400, 100, 100, 0.827256
Runtime, 2400, 100, 100, 0.829916
Runtime, 2400, 100, 100, 0.832492
Runtime, 2400, 100, 100, 0.829229
Runtime, 2400, 100, 100, 0.826349
Runtime, 2400, 100, 100, 0.831693
Runtime, 2400, 100, 100, 0.828337
Runtime, 2400, 100, 100, 0.827256
Runtime, 2400, 100, 100, 0.826929
Runtime, 2400, 100, 100, 0.830820
Runtime, 2400, 100, 100, 0.834318
Runtime, 2400, 100, 100, 0.830664
Runtime, 2400, 100, 100, 0.829393
Runtime, 2400, 100, 100, 0.829272
Runtime, 2400, 100, 100, 0.832592
Runtime, 2400, 100, 100, 0.825148
Runtime, 2400, 100, 100, 0.827565
Runtime, 2400, 100, 100, 0.829387
Runtime, 2400, 100, 100, 0.832820
Runtime, 2400, 100, 100, 0.831296
Runtime, 2400, 100, 100, 0.831804
Runtime, 2400, 100, 100, 0.829512
Runtime, 2400, 100, 100, 0.828225
Runtime, 2400, 100, 100, 0.829396
Runtime, 2400, 100, 100, 0.829990
Runtime, 2400, 100, 100, 0.833827
Runtime, 2400, 100, 100, 0.830942
Runtime, 2400, 100, 100, 0.829044
Runtime, 2400, 100, 100, 0.828950
Runtime, 2400, 100, 100, 0.830032
Runtime, 2400, 100, 100, 0.831438
Runtime, 2400, 100, 100, 0.832758
Runtime, 2400, 100, 100, 0.830281
Runtime, 2400, 100, 100, 0.832625
Runtime, 2400, 100, 100, 0.831342
Runtime, 2400, 100, 100, 0.831349
Runtime, 2400, 100, 100, 0.827539
Runtime, 2400, 100, 100, 0.831600
Runtime, 2400, 100, 100, 0.828418
Runtime, 2400, 100, 100, 0.834869
