Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.00443719,0.004436345,0.003809368,0.003823977,121999.999902,389.43565635
0.004296565,0.004296189,0.003802116,0.003816178,20000,402.181742857
0.004229566,0.004229235,0.003802538,0.003809027,4259.25925793,408.552555983
0.004223224,0.004223168,0.00379954,0.0038106529999999998,1265.43209842,409.166077859
0.004201281,0.004201059,0.003799136,0.003808287,518.261316865,411.303123976
0.004190754,0.004190486,0.00379494,0.003803257,267.021350991,412.336300341
0.004186293,0.004185615,0.003798117,0.003807738,158.939988846,412.775694391
0.004164892,0.004164581,0.003796765,0.003805599,103.782429902,414.896712808
0.00416552,0.004165467,0.003798871,0.003807775,72.2226330342,414.834162361
0.004159752,0.004159533,0.003799217,0.003806789,52.6618987014,415.409380175
