Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.004355926,0.003194811,6.31182e-4,6.37401e-4,121999.999902,396.700954057
8.43737e-4,8.39702e-4,6.31114e-4,6.36469e-4,20000,2048.03155486
8.31179e-4,8.29103e-4,6.3064e-4,6.40637e-4,4259.25925793,2078.97456505
8.32559e-4,8.27425e-4,6.25988e-4,6.3442e-4,1265.43209842,2075.52858116
8.2886e-4,8.25481e-4,6.26466e-4,6.34353e-4,518.261316865,2084.79115894
8.12167e-4,8.07566e-4,6.30562e-4,6.34841e-4,267.021350991,2127.64123635
8.09453e-4,8.06694e-4,6.3065e-4,6.35385e-4,158.939988846,2134.77496532
8.07885e-4,8.05447e-4,6.26137e-4,6.33785e-4,103.782429902,2138.91828664
8.12752e-4,8.11222e-4,6.26238e-4,6.41373e-4,72.2226330342,2126.10980963
8.05444e-4,8.02803e-4,6.30657e-4,6.37288e-4,52.6618987015,2145.40054926
