Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.074172792,0.060602898,3.23373e-4,3.45309e-4,121999.999902,23.296952338
4.85381e-4,4.82456e-4,3.21773e-4,3.2856e-4,20000,3560.08990875
4.82885e-4,4.79091e-4,3.21464e-4,3.26024e-4,4259.25925793,3578.4917734
4.73956e-4,4.70434e-4,3.21315e-4,3.30441e-4,1265.43209842,3645.90805898
4.76897e-4,4.73468e-4,3.21427e-4,3.30499e-4,518.261316865,3623.42392592
4.70234e-4,4.64888e-4,3.21209e-4,3.33102e-4,267.021350991,3674.76618024
5.1023e-4,5.06562e-4,3.214e-4,3.27737e-4,158.939988846,3386.70795524
4.70113e-4,4.64756e-4,3.21268e-4,3.30266e-4,103.782429902,3675.71200967
4.64642e-4,4.60743e-4,3.21305e-4,3.26016e-4,72.2226330342,3718.9922564
4.65466e-4,4.56397e-4,3.21362e-4,3.29969e-4,52.6618987015,3712.40863994
