Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.003894016,0.002822331,0.001263095,0.001285198,121999.999902,443.75780685
0.00157976,0.001577852,0.001260517,0.001289373,20000,1093.83703854
0.001556396,0.001552897,0.00126338,0.001276474,4259.25925793,1110.25728671
0.001561104,0.001557687,0.001261691,0.001277952,1265.43209842,1106.90895674
0.001532235,0.001531367,0.001263356,0.001275384,518.261316865,1127.76434424
0.00155402,0.001553034,0.001266608,0.001289598,267.021350991,1111.9548011
0.001548084,0.001547324,0.001261806,0.001298369,158.939988846,1116.21849977
0.001534018,0.001532781,0.001262213,0.001282334,103.782429902,1126.45353575
0.001534737,0.001533961,0.001260339,0.00127717,72.2226330342,1125.92581009
0.001511439,0.00151046,0.001261947,0.001278077,52.6618987015,1143.28133653
