Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.003596236,0.002393534,0.001896181,0.001911625,121999.999902,480.502391945
0.002300503,0.002299322,0.001892076,0.001908548,20000,751.140076757
0.002255633,0.002254376,0.001892367,0.00190728,4259.25925793,766.082070975
0.002241507,0.00224032,0.001893022,0.001899371,1265.43209842,770.909928008
0.002240448,0.002239354,0.001893602,0.00190371,518.261316865,771.274316565
0.00224295,0.002241059,0.00189341,0.001903427,267.021350991,770.413963753
0.002229443,0.002228639,0.001893377,0.001900742,158.939988846,775.081488964
0.002237262,0.002237049,0.001892988,0.001900255,103.782429902,772.372659081
0.00220582,0.002204624,0.001889241,0.001896585,72.2226330342,783.382143602
0.002183454,0.002182499,0.001889741,0.001896812,52.6618987015,791.40664287
