Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.131025387,0.130839217,0.122063493,0.122814129,1927999.99846,844.05016869
0.130407387,0.13040642,0.122098963,0.122818333,320000,848.050118511
0.130476552,0.130475288,0.122099695,0.12285596,68148.148127,847.600571174
0.130491951,0.13049071,0.122132104,0.12286654,20246.9135747,847.500548137
0.130494021,0.130490632,0.122093421,0.122895277,8292.18106995,847.487104409
0.130494915,0.13049338,0.122087165,0.12288136,4272.34161588,847.481298409
0.130472753,0.130469579,0.122140036,0.122870349,2543.03982156,847.625250921
0.130437216,0.130434393,0.122066832,0.12282169,1660.51887844,847.856182395
0.13046334,0.130460877,0.122092761,0.122858371,1155.56212855,847.686407538
0.130742551,0.130739556,0.121987163,0.123119154,842.590379223,845.876106548
