Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.087038726,0.086992529,0.080899038,0.081188877,1927999.99846,1270.6068331
0.086353834,0.086341722,0.080901462,0.081128056,320000,1280.68430639
0.086399328,0.086393289,0.080930222,0.081196219,68148.1481268,1280.00995563
0.086398464,0.086392962,0.080916372,0.08117002,20246.9135747,1280.02275596
0.086384195,0.086378847,0.080912477,0.081179353,8292.18106989,1280.23419099
0.086323809,0.086317685,0.080900811,0.081134208,4272.34161586,1281.12975182
0.08640609,0.086400943,0.080897853,0.081180881,2543.03982156,1279.90978414
0.086359294,0.086354359,0.080897237,0.081160976,1660.51887844,1280.6033361
0.08637764,0.086369418,0.080905518,0.081179211,1155.56212854,1280.33134501
0.086399818,0.086396275,0.080895365,0.081197628,842.590379225,1280.0026963
