Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.048199469,0.048077559,0.040553501,0.040707865,1927999.99846,2294.46511122
0.043866058,0.04386224,0.040553085,0.0407019,320000,2521.12920655
0.043837979,0.043834214,0.040534118,0.040708294,68148.1481269,2522.74403435
0.043837195,0.043834446,0.040553321,0.040707974,20246.9135747,2522.789152
0.043821145,0.043816951,0.040543371,0.040698113,8292.18106984,2523.71315263
0.043842399,0.043838017,0.040553101,0.04070158,4272.34161585,2522.48970226
0.043840431,0.0438365,0.040541372,0.040718831,2543.03982155,2522.602937
0.043847331,0.043828517,0.040558241,0.040721591,1660.51887843,2522.20596962
0.043837626,0.043833258,0.040552903,0.040715781,1155.56212855,2522.7643486
0.043830612,0.043827808,0.040537209,0.040717768,842.590379225,2523.16805433
