Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.088552861,0.087287113,0.081168327,0.081490114,1927999.99846,1248.88116263
0.08676788,0.086753057,0.0811932,0.081526385,320000,1274.57303325
0.08673244,0.086728244,0.081205613,0.081511691,68148.1481268,1275.09384032
0.0867353,0.08672532,0.081173573,0.081490554,20246.9135747,1275.05179552
0.086767255,0.086762647,0.081218969,0.081542844,8292.18106989,1274.58221422
0.086770665,0.086767448,0.081204541,0.081527197,4272.34161586,1274.53212442
0.08676144,0.086758718,0.081200229,0.081534994,2543.03982156,1274.66764037
0.086745747,0.086743229,0.081205475,0.081521458,1660.51887844,1274.89823795
0.086724298,0.086717484,0.081204684,0.081502485,1155.56212854,1275.21355088
0.086749056,0.086738473,0.081185292,0.08150181,842.590379225,1274.84960759
