Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.253568895,0.253567982,0.24205782,0.243779348,1927999.99845,436.141822521
0.252603235,0.252602953,0.242091883,0.243714649,320000,437.809119903
0.252732539,0.252732245,0.242085258,0.243801085,68148.1481277,437.585126306
0.252677091,0.252676573,0.242085504,0.243766329,20246.9135744,437.68115092
0.252699221,0.252698849,0.24209237,0.24378172,8292.18107001,437.642821226
0.252668768,0.252668427,0.242067378,0.243772209,4272.34161585,437.695568294
0.252710777,0.252710216,0.242070141,0.243766848,2543.03982152,437.622808623
0.252698297,0.252697401,0.242066339,0.243799897,1660.51887844,437.644421482
0.25273261,0.252732367,0.24208844,0.24379391,1155.56212855,437.585003376
0.252684014,0.252683814,0.24209519,0.243790216,842.59037924,437.669159395
