Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
1.30748021,1.306239928,1.256381662,1.265625771,12019999.9905,1321.62612236
1.304122971,1.30411944,1.25660651,1.265773571,1999999.99999,1325.02842019
1.30529959,1.305288644,1.257852636,1.267014683,425925.925796,1323.83401729
1.305748008,1.305733623,1.258257924,1.267475236,126543.209847,1323.37938822
1.306623822,1.306615884,1.259027874,1.268321575,51826.1316865,1322.49234317
1.307818034,1.307804696,1.260393124,1.269566745,26702.1350983,1321.28473157
1.307915747,1.307912026,1.260447773,1.269606415,15893.9988843,1321.18601979
1.308152928,1.308150651,1.260637271,1.269879629,10378.2429902,1320.94647576
1.307646205,1.307638086,1.26021764,1.269361872,7222.2633036,1321.45835272
1.308366541,1.308363915,1.260780951,1.270079474,5266.18987001,1320.73080888
