Maxtime,Mintime,Jacobimin,Jacobimax,Residual,MLUPs
0.659161808,0.657916599,0.627726421,0.631894038,12019999.9904,2621.51110551
0.656400864,0.656384253,0.627653243,0.63194804,2000000,2632.53766832
0.656207398,0.65619969,0.627804449,0.63181799,425925.925794,2633.31380485
0.656239269,0.656232564,0.627756528,0.631881378,126543.209842,2633.185915
0.65611852,0.656110708,0.627777115,0.631766101,51826.1316863,2633.67051428
0.656190492,0.65617519,0.627810057,0.631857934,26702.1350984,2633.38164918
0.656126796,0.656118748,0.627868726,0.631755411,15893.9988844,2633.6372947
0.65623435,0.65622717,0.627687668,0.631912283,10378.2429902,2633.20565283
0.656212129,0.656206119,0.627801197,0.63186368,7222.26330347,2633.29481982
0.656290936,0.65628313,0.627710971,0.63192541,5266.18987021,2632.97861545
